Name of a student,,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Place,The type of place,Year,Month,Cause of death (Russian),Cause of death (English),Flu related?,male deaths,female deaths,total deaths,deaths in orphanages,deaths in orphanages,newcomers,babies up to 6 months,babies from 6 months to 1 year,babies from 1 year to 5 years,from 5 to 10,from 10 to 15,from 15 to 20,from 20 to 30,from 30 to 40,from 40 to 50,from 50 to 60,from 60 to 70,from 70 to 80,over 80,age is unknown,,,,,,,,,,,,,
Moscow,provincial city,1890,July,коклюш,whooping-cough,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,July,сифилис,syphilis,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,July,сибирская язва,Siberian plague / anthrax,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,July,сап,glanders,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,July,рожа,wildfire,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,July,крупозная пневмония,pulmonic fever,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,July,болезнь органов дыхания,respiratory disease,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,July,чахотка легких,pulmonary tuberculosis,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,July,желудочно-кишечный катар,gastro-intestinal infection,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,July,несчастный случай,accidents,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,July,самоубийство,suicide,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,July,убийство,murder,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,July,алкоголизм,alcoholism,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,July,рак,cancer,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,July,заболевания нервной системы,diseases of the nervous system,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,сыпной тиф,spotted fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,брюшной тиф,enteric fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,возвратная горячка,fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,тиф без означения формы,typhus,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,послеродовая горячка,puerperal fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,перемежающаяся лихорадка,remittent fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,оспа,smallpox,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,скарлатина,scarlet fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,корь,measles,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,кровавый понос,bloody diarrhoea,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,дифтерит,pseudomembranous inflammation,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,круп,croup,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,азиатская холера,Asiatic cholera,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,цереброспин. Менингит,spotted fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,коклюш,whooping-cough,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,сифилис,syphilis,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,сибирская язва,Siberian plague / anthrax,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,сап,glanders,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,рожа,wildfire,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,крупозная пневмония,pulmonic fever,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,болезнь органов дыхания,respiratory disease,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,чахотка легких,pulmonary tuberculosis,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,желудочно-кишечный катар,gastro-intestinal infection,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,несчастный случай,accidents,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,самоубийство,suicide,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,убийство,murder,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,алкоголизм,alcoholism,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,рак,cancer,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,August,заболевания нервной системы,diseases of the nervous system,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,сыпной тиф,spotted fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,брюшной тиф,enteric fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,возвратная горячка,fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,тиф без означения формы,typhus,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,послеродовая горячка,puerperal fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,перемежающаяся лихорадка,remittent fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,оспа,smallpox,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,скарлатина,scarlet fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,корь,measles,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,кровавый понос,bloody diarrhoea,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,дифтерит,pseudomembranous inflammation,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,круп,croup,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,азиатская холера,Asiatic cholera,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,цереброспин. Менингит,spotted fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,коклюш,whooping-cough,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,сифилис,syphilis,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,сибирская язва,Siberian plague / anthrax,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,сап,glanders,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,рожа,wildfire,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,крупозная пневмония,pulmonic fever,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,болезнь органов дыхания,respiratory disease,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,чахотка легких,pulmonary tuberculosis,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,желудочно-кишечный катар,gastro-intestinal infection,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,несчастный случай,accidents,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,самоубийство,suicide,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,убийство,murder,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,алкоголизм,alcoholism,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,рак,cancer,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,September,заболевания нервной системы,diseases of the nervous system,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,сыпной тиф,spotted fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,брюшной тиф,enteric fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,возвратная горячка,fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,тиф без означения формы,typhus,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,послеродовая горячка,puerperal fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,перемежающаяся лихорадка,remittent fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,оспа,smallpox,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,скарлатина,scarlet fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,корь,measles,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,кровавый понос,bloody diarrhoea,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,дифтерит,pseudomembranous inflammation,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,круп,croup,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,азиатская холера,Asiatic cholera,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,цереброспин. Менингит,spotted fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,коклюш,whooping-cough,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,сифилис,syphilis,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,сибирская язва,Siberian plague / anthrax,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,сап,glanders,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,рожа,wildfire,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,крупозная пневмония,pulmonic fever,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,болезнь органов дыхания,respiratory disease,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,чахотка легких,pulmonary tuberculosis,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,желудочно-кишечный катар,gastro-intestinal infection,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,несчастный случай,accidents,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,самоубийство,suicide,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,убийство,murder,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,алкоголизм,alcoholism,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,рак,cancer,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,October,заболевания нервной системы,diseases of the nervous system,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,сыпной тиф,spotted fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,брюшной тиф,enteric fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,возвратная горячка,fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,тиф без означения формы,typhus,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,послеродовая горячка,puerperal fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,перемежающаяся лихорадка,remittent fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,оспа,smallpox,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,скарлатина,scarlet fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,корь,measles,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,кровавый понос,bloody diarrhoea,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,дифтерит,pseudomembranous inflammation,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,круп,croup,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,азиатская холера,Asiatic cholera,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,цереброспин. Менингит,spotted fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,коклюш,whooping-cough,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,сифилис,syphilis,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,сибирская язва,Siberian plague / anthrax,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,сап,glanders,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,рожа,wildfire,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,крупозная пневмония,pulmonic fever,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,болезнь органов дыхания,respiratory disease,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,чахотка легких,pulmonary tuberculosis,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,желудочно-кишечный катар,gastro-intestinal infection,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,несчастный случай,accidents,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,самоубийство,suicide,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,убийство,murder,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,алкоголизм,alcoholism,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,рак,cancer,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,November,заболевания нервной системы,diseases of the nervous system,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,сыпной тиф,spotted fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,брюшной тиф,enteric fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,возвратная горячка,fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,тиф без означения формы,typhus,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,послеродовая горячка,puerperal fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,перемежающаяся лихорадка,remittent fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,оспа,smallpox,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,скарлатина,scarlet fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,корь,measles,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,кровавый понос,bloody diarrhoea,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,дифтерит,pseudomembranous inflammation,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,круп,croup,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,азиатская холера,Asiatic cholera,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,цереброспин. Менингит,spotted fever,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,коклюш,whooping-cough,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,сифилис,syphilis,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,сибирская язва,Siberian plague / anthrax,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,сап,glanders,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,рожа,wildfire,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,крупозная пневмония,pulmonic fever,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,болезнь органов дыхания,respiratory disease,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,чахотка легких,pulmonary tuberculosis,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,желудочно-кишечный катар,gastro-intestinal infection,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,несчастный случай,accidents,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,самоубийство,suicide,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,убийство,murder,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,алкоголизм,alcoholism,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,рак,cancer,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moscow,provincial city,1890,December,заболевания нервной системы,diseases of the nervous system,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
